South Sudan,3,export,United Arab Emirates
South Sudan,3,import,Kenya
Spain,1,export,France
Spain,1,import,Germany
Spain,2,export,Germany
Spain,2,import,China
Spain,3,export,Italy
Spain,3,import,France
Sri Lanka,1,export,United States
Sri Lanka,1,import,India
Sri Lanka,2,export,United Kingdom
Sri Lanka,2,import,China
Sri Lanka,3,export,India
Sri Lanka,3,import,United Arab Emirates
Sudan,1,export,United Arab Emirates
Sudan,1,import,United Arab Emirates
Sudan,2,export,China
Sudan,2,import,India
Sudan,3,export,Malaysia
Sudan,3,import,Saudi Arabia
Suriname,1,export,Areas nes
Suriname,1,import,United States
Suriname,2,export,United States
Suriname,2,import,Netherlands
Suriname,3,export,United Arab Emirates
Suriname,3,import,Trinidad and Tobago
Sweden,1,export,Germany
Sweden,1,import,Germany
Sweden,2,export,Norway
Sweden,2,import,Netherlands
Sweden,3,export,United States
Sweden,3,import,Norway
Switzerland,1,export,United States
Switzerland,1,import,Germany
Switzerland,2,export,Germany
Switzerland,2,import,United States
Switzerland,3,export,China
Switzerland,3,import,Italy
Syria,1,export,Saudi Arabia
Syria,1,import,Turkey
Syria,2,export,Turkey
Syria,2,import,Russia
Syria,3,export,Lebanon
Syria,3,import,United Arab Emirates
Tajikistan,1,export,Kazakhstan
Tajikistan,1,import,Russia
Tajikistan,2,export,China
Tajikistan,2,import,Kazakhstan
Tajikistan,3,export,Turkey
Tajikistan,3,import,China
Thailand,1,export,United States
Thailand,1,import,China
Thailand,2,export,China
Thailand,2,import,Japan
Thailand,3,export,Japan
Thailand,3,import,United States
Timor-Leste,1,export,China
Timor-Leste,1,import,Indonesia
Timor-Leste,2,export,Indonesia
Timor-Leste,2,import,China
Timor-Leste,3,export,South Korea
Timor-Leste,3,import,
Togo,1,export,India
Togo,1,import,China
Togo,2,export,Burkina Faso
Togo,2,import,France
Togo,3,export,Benin
Togo,3,import,India
Tonga,1,export,United States
Tonga,1,import,Fiji
Tonga,2,export,Guyana
Tonga,2,import,New Zealand
Tonga,3,export,New Zealand
Tonga,3,import,China
Trinidad and Tobago,1,export,United States
Trinidad and Tobago,1,import,United States
Trinidad and Tobago,2,export,Belgium
Trinidad and Tobago,2,import,China
Trinidad and Tobago,3,export,Morocco
Trinidad and Tobago,3,import,Brazil
Tunisia,1,export,France
Tunisia,1,import,Italy
Tunisia,2,export,Italy
Tunisia,2,import,China
Tunisia,3,export,Germany
Tunisia,3,import,France
Turkey,1,export,Germany
Turkey,1,import,Russia
Turkey,2,export,United States
Turkey,2,import,China
Turkey,3,export,Iraq
Turkey,3,import,Germany
Turkmenistan,1,export,China
Turkmenistan,1,import,United Arab Emirates
Turkmenistan,2,export,Turkey
Turkmenistan,2,import,Turkey
Turkmenistan,3,export,Greece
Turkmenistan,3,import,China
Tuvalu,1,export,Thailand
Tuvalu,1,import,Singapore
Tuvalu,2,export,Japan
Tuvalu,2,import,China
Tuvalu,3,export,Philippines
Tuvalu,3,import,Fiji
Uganda,1,export,United Arab Emirates
Uganda,1,import,China
Uganda,2,export,Kenya
Uganda,2,import,India
Uganda,3,export,South Sudan
Uganda,3,import,Tanzania
Ukraine,1,export,Poland
Ukraine,1,import,China
Ukraine,2,export,Romania
Ukraine,2,import,Poland
Ukraine,3,export,China
Ukraine,3,import,Germany
United Arab Emirates,1,export,Areas nes
United Arab Emirates,1,import,Areas nes
United Arab Emirates,2,export,Saudi Arabia
United Arab Emirates,2,import,China
United Arab Emirates,3,export,India
United Arab Emirates,3,import,India
United Kingdom,1,export,United States
United Kingdom,1,import,China
United Kingdom,2,export,Germany
United Kingdom,2,import,United States
United Kingdom,3,export,Netherlands
United Kingdom,3,import,Germany
Tanzania,1,export,India
Tanzania,1,import,China
Tanzania,2,export,South Africa
Tanzania,2,import,India
Tanzania,3,export,United Arab Emirates
Tanzania,3,import,United Arab Emirates
United States,1,export,Canada
United States,1,import,Mexico
United States,2,export,Mexico
United States,2,import,China
United States,3,export,China
United States,3,import,Canada
Uruguay,1,export,Brazil
Uruguay,1,import,Brazil
Uruguay,2,export,China
Uruguay,2,import,China
Uruguay,3,export,Free Zones
Uruguay,3,import,Argentina
Uzbekistan,1,export,Areas nes
Uzbekistan,1,import,China
Uzbekistan,2,export,Russia
Uzbekistan,2,import,Russia
Uzbekistan,3,export,China
Uzbekistan,3,import,Kazakhstan
Vanuatu,1,export,Thailand
Vanuatu,1,import,China
Vanuatu,2,export,Japan
Vanuatu,2,import,Australia
Vanuatu,3,export,Gabon
Vanuatu,3,import,Singapore
Venezuela,1,export,United States
Venezuela,1,import,China
Venezuela,2,export,China
Venezuela,2,import,United States
Venezuela,3,export,Spain
Venezuela,3,import,Brazil
Yemen,1,export,Thailand
Yemen,1,import,China
Yemen,2,export,Saudi Arabia
Yemen,2,import,Saudi Arabia
Yemen,3,export,India
Yemen,3,import,United Arab Emirates
Zambia,1,export,Switzerland
Zambia,1,import,South Africa
Zambia,2,export,China
Zambia,2,import,China
Zambia,3,export,DR Congo
Zambia,3,import,United Arab Emirates
Zimbabwe,1,export,South Africa
Zimbabwe,1,import,South Africa
Zimbabwe,2,export,United Arab Emirates
Zimbabwe,2,import,China
Zimbabwe,3,export,China
Zimbabwe,3,import,Bahamas
